name,gene_count,conservation,gdppc,region
TF101001,37.6502802444585,282,test,Europe
TF101002,46.547736577216,164,test,Europe
TF101003,67.9032322442105,99,test,Europe
TF101004,50.925348195655,194,Europe
TF101005,49.832723862267,152,Europe
TF101006,62.2021028996751,55,Europe
TF101007,44.4628618219076,220,Europe
TF101008,51.6446270461593,93,Europe
TF101009,59.6805428868711,103,Europe
TF101010,63.6807134572666,92,Europe
TF101011,60.5934161929129,133,Europe
TF101012,52.095670194357,232,Europe
TF101013,50.1492087366887,75,Europe
TF101014,53.6912045587546,139,Europe
TF101021,59.610061127211,274,Europe
TF101022,59.2378090080971,149,Europe
TF101023,78.0302734565612,88,Europe
TF101024,65.6843229687317,101,Europe
TF101025,72.436182241029,146,Europe
TF101026,54.31106209196,106,Europe
TF101031,51.5362970288742,232,Europe
TF101032,71.4258246201496,58,Europe
TF101033,56.8118907151032,90,Europe
TF101035,57.8962994152449,88,Europe
TF101036,57.579371994628,110,Europe
TF101037,66.3862546654674,119,Europe
TF101038,53.2754179971959,64,Europe
TF101039,69.0519760452429,101,Europe
TF101040,68.9498617041926,59,Europe
TF101041,57.0837506304949,252,Europe
TF101051,46.2534186346779,97,Europe
TF101052,46.2186765904642,100,Europe
TF101053,50.8216218640002,162,Europe
TF101054,54.8747721984916,87,Europe
TF101055,55.5233233933957,101,Europe
TF101056,39.5200743551066,191,Europe
TF101057,81.9562432578209,38,Europe
TF101058,53.9355410323911,95,Europe
TF101059,47.190250721032,143,Europe
TF101060,52.1279901619339,134,Europe
TF101061,66.5078157044968,101,Europe
TF101062,49.7706101416462,95,Europe
TF101063,50.0786042137473,91,Europe
TF101064,64.7595585388813,102,Europe
TF101065,53.9299159170515,111,Europe
TF101066,65.199359746145,129,Europe
TF101067,58.7366540473861,53,Europe
TF101068,68.1706230012378,45,Europe
TF101069,44.1866244570869,99,Europe
TF101070,64.2796899830432,32,Europe
TF101072,72.2919107006247,43,Europe
TF101073,49.6116874876723,95,Europe
TF101074,71.4586673792981,77,Europe
TF101075,63.3766843199035,50,Europe
TF101076,40.6139304532995,157,Europe
TF101077,58.5317099102117,46,Europe
TF101078,60.2345079760103,165,Europe
TF101080,64.5788183818071,298,Europe
TF101081,28.3174517153653,37,Europe
TF101082,48.2120550719721,87,Europe
TF101083,55.1340394204548,48,Europe
TF101084,58.4287075923801,102,Europe
TF101085,75.5423194272912,62,Europe
TF101087,46.9996564791917,84,Europe
TF101088,50.8468191038393,134,Europe
TF101089,48.5872458392842,238,Europe
TF101090,51.4289942016356,84,Europe
TF101092,45.6504799040805,92,Europe
TF101094,58.044620037298,82,Europe
TF101095,48.3545262721785,92,Europe
TF101096,63.5576047795592,50,Europe
TF101097,57.099144867405,163,Europe
TF101101,62.2276875304001,94,Europe
TF101102,73.4427279187517,95,Europe
TF101103,54.6140220331759,56,Europe
TF101104,63.3123993445931,199,Europe
TF101105,49.0844053870786,102,Europe
TF101106,43.1434517796122,96,Europe
TF101107,71.7829204179775,158,Europe
TF101108,71.6141000992237,354,Europe
TF101111,40.9161272164368,28,Europe
TF101116,67.0345473821586,96,Europe
TF101117,79.7705130491766,195,Europe
TF101118,77.2454340572499,132,Europe
TF101119,77.8495663844021,98,Europe
TF101120,69.9802780393956,82,Europe
TF101121,68.7198487064112,119,Europe
TF101122,72.1814452969688,120,Europe
TF101123,62.3994947137783,99,Europe
TF101124,63.9749032965532,76,Europe
TF101125,54.5222604108385,167,Europe
TF101126,77.6067258180447,161,Europe
TF101127,66.2180056394199,120,Europe
TF101128,83.9213736436514,165,Europe
TF101131,29.8154525023916,319,Europe
TF101132,50.151566619757,39,Europe
TF101133,52.716724015568,43,Europe
TF101134,57.865560493228,35,Europe
TF101135,64.1144189152556,45,Europe
TF101136,64.9385188485547,47,Europe
TF101137,53.6538765530978,53,Europe
TF101138,41.5711745682342,86,Europe
TF101139,50.9784802168657,106,Europe
TF101140,71.4118753722051,58,Europe
TF101141,61.9769031511251,261,Europe
TF101142,70.1249895255994,190,Europe
TF101146,62.9136472651314,89,Europe
TF101147,67.9829404354427,93,Europe
TF101148,61.4934937574416,92,Europe
TF101149,56.9143869502917,127,Europe
TF101150,62.6748433041591,72,Europe
TF101151,62.6841674893998,114,Europe
TF101152,60.8396730097265,97,Europe
TF101153,65.1555500235293,155,Europe
TF101154,58.4417543518518,85,Europe
TF101155,52.8312669651974,147,Europe
TF101156,50.1850410623305,138,Europe
TF101157,52.4635668776633,92,Europe
TF101158,50.033048159941,97,Europe
TF101159,44.955789193074,70,Europe
TF101160,50.4581493939236,70,Europe
TF101161,51.1799250971817,92,Europe
TF101162,48.8174802015009,61,Europe
TF101163,49.5273594019004,62,Europe
TF101164,47.6601405280033,53,Europe
TF101165,69.5528911330517,88,Europe
TF101166,69.4508258258258,195,Europe
TF101167,59.5459950165056,93,Europe
TF101168,60.9578525966795,84,Europe
TF101169,56.2157018915218,52,Europe
TF101170,45.6795872300657,92,Europe
TF101171,54.4739939422986,58,Europe
TF101172,51.1495191408372,54,Europe
TF101176,54.1081093157811,55,Europe
TF101177,54.5469331388242,59,Europe
TF101179,53.0755520474404,118,Europe
TF101180,54.0222353509855,64,Europe
TF101181,42.2360597350362,257,Europe
TF101182,55.4666147914353,59,Europe
TF101183,47.5681669072872,82,Europe
